sentence_id,token,label
111,thân,I-SYMPTOM
112,Tôi,O
112,thấy,O
112,cổ,O
112,tôi,O
112,bị,O
112,khó,B-SYMPTOM
112,chịu,I-SYMPTOM
112,và,O
112,họng,B-SYMPTOM
112,đỏ,I-SYMPTOM
113,Tôi,O
113,bị,O
113,ho,B-SYMPTOM
113,khan,I-SYMPTOM
113,và,O
113,bị,O
113,nôn,B-SYMPTOM
113,ói,I-SYMPTOM
114,Tôi,O
114,bị,O
114,sốt,B-SYMPTOM
114,và,O
114,bị,O
114,đau,B-SYMPTOM
114,họng,I-SYMPTOM
114,cấp,I-SYMPTOM
115,Tôi,O
115,bị,O
115,amidan,B-SYMPTOM
115,to,I-SYMPTOM
115,đỏ,I-SYMPTOM
115,và,O
115,tôi,O
115,bị,O
115,ho,B-SYMPTOM
115,ít,I-SYMPTOM
116,Tôi,O
116,bị,O
116,đau,B-SYMPTOM
116,họng,I-SYMPTOM
116,nhẹ,I-SYMPTOM
116,và,O
116,bị,O
116,mệt,B-SYMPTOM
116,mỏi,I-SYMPTOM
117,Tôi,O
117,bị,O
117,đau,B-SYMPTOM
117,khi,I-SYMPTOM
117,nuốt,I-SYMPTOM
117,nước,I-SYMPTOM
117,bọt,I-SYMPTOM
117,cũng,I-SYMPTOM
117,đau,I-SYMPTOM
118,Tôi,O
118,bị,O
118,nhức,B-SYMPTOM
118,đầu,I-SYMPTOM
118,nhẹ,I-SYMPTOM
118,và,O
118,bị,O
118,sưng,B-SYMPTOM
118,họng,I-SYMPTOM
119,Tôi,O
119,cảm,O
119,thấy,O
119,mình,O
119,bị,O
119,hôi,B-SYMPTOM
119,miệng,I-SYMPTOM
119,và,O
119,bị,O
119,sốt,B-SYMPTOM
119,cao,I-SYMPTOM
120,Tôi,O
120,bị,O
120,đau,B-SYMPTOM
120,họng,I-SYMPTOM
120,và,O
120,bị,O
120,hạch,B-SYMPTOM
120,cổ,I-SYMPTOM
120,sưng,I-SYMPTOM
121,Tôi,O
121,bị,O
121,nóng,B-SYMPTOM
121,người,I-SYMPTOM
121,và,O
121,bị,O
121,giọng,B-SYMPTOM
121,khàn,I-SYMPTOM
122,Tôi,O
122,bị,O
122,ho,B-SYMPTOM
122,húng,I-SYMPTOM
122,hắng,I-SYMPTOM
122,và,O
122,bị,O
122,nuốt,B-SYMPTOM
122,đau,I-SYMPTOM
123,Tôi,O
123,bị,O
123,amidan,B-SYMPTOM
123,có,I-SYMPTOM
123,mủ,I-SYMPTOM
123,và,O
123,bị,O
123,khó,B-SYMPTOM
123,tiêu,I-SYMPTOM
124,Tôi,O
124,bị,O
124,đau,B-SYMPTOM
124,đầu,I-SYMPTOM
124,âm,I-SYMPTOM
124,ỉ,I-SYMPTOM
124,và,O
124,bị,O
124,nôn,B-SYMPTOM
124,ói,I-SYMPTOM
125,Tôi,O
125,bị,O
125,ho,B-SYMPTOM
125,nhẹ,I-SYMPTOM
125,và,O
125,bị,O
125,đau,B-SYMPTOM
125,rát,I-SYMPTOM
125,họng,I-SYMPTOM
126,Tôi,O
126,bị,O
126,sốt,B-SYMPTOM
126,và,O
126,bị,O
126,mệt,B-SYMPTOM
126,mỏi,I-SYMPTOM
126,toàn,I-SYMPTOM
126,thân,I-SYMPTOM
127,Tôi,O
127,bị,O
127,khàn,B-SYMPTOM
127,giọng,I-SYMPTOM
127,và,O
127,bị,O
127,nuốt,B-SYMPTOM
127,nghẹn,I-SYMPTOM
128,Tôi,O
128,bị,O
128,đau,B-SYMPTOM
128,bụng,I-SYMPTOM
128,và,O
128,bị,O
128,đau,B-SYMPTOM
128,họng,I-SYMPTOM
128,cấp,I-SYMPTOM
129,Tôi,O
129,bị,O
129,họng,B-SYMPTOM
129,sung,I-SYMPTOM
129,huyết,I-SYMPTOM
129,và,O
129,bị,O
129,ho,B-SYMPTOM
129,khan,I-SYMPTOM
130,Tôi,O
130,bị,O
130,sốt,B-SYMPTOM
130,cao,I-SYMPTOM
130,và,O
130,tôi,O
130,bị,O
130,chạm,B-SYMPTOM
130,vào,I-SYMPTOM
130,hạch,I-SYMPTOM
130,thấy,I-SYMPTOM
130,đau,I-SYMPTOM
131,Tôi,O
131,bị,O
131,hơi,B-SYMPTOM
131,thở,I-SYMPTOM
131,có,I-SYMPTOM
131,mùi,I-SYMPTOM
131,và,O
131,bị,O
131,đau,B-SYMPTOM
131,đầu,I-SYMPTOM
131,vùng,I-SYMPTOM
131,trán,I-SYMPTOM
132,Tôi,O
132,bị,O
132,đau,B-SYMPTOM
132,họng,I-SYMPTOM
132,và,O
132,tôi,O
132,thấy,O
132,amidan,B-SYMPTOM
132,sưng,I-SYMPTOM
133,Tôi,O
133,bị,O
133,mệt,B-SYMPTOM
133,mỏi,I-SYMPTOM
133,và,O
133,bị,O
133,khó,B-SYMPTOM
133,nuốt,I-SYMPTOM
134,Tôi,O
134,bị,O
134,sốt,B-SYMPTOM
134,nhẹ,I-SYMPTOM
134,và,O
134,bị,O
134,nổi,B-SYMPTOM
134,hạch,I-SYMPTOM
134,ở,I-SYMPTOM
134,cổ,I-SYMPTOM
135,Tôi,O
135,bị,O
135,ó,B-SYMPTOM
135,i,I-SYMPTOM
135,mửa,I-SYMPTOM
135,và,O
135,bị,O
135,giọng,B-SYMPTOM
135,khàn,I-SYMPTOM
136,Tôi,O
136,bị,O
136,sưng,B-SYMPTOM
136,cổ,I-SYMPTOM
136,họng,I-SYMPTOM
136,và,O
136,bị,O
136,ho,B-SYMPTOM
136,nhẹ,I-SYMPTOM
137,Tôi,O
137,bị,O
137,đau,B-SYMPTOM
137,rát,I-SYMPTOM
137,họng,I-SYMPTOM
137,và,O
137,bị,O
137,đau,B-SYMPTOM
137,đầu,I-SYMPTOM
137,nhẹ,I-SYMPTOM
138,Tôi,O
138,bị,O
138,khó,B-SYMPTOM
138,nói,I-SYMPTOM
138,và,O
138,bị,O
138,buồn,B-SYMPTOM
138,nôn,I-SYMPTOM
139,Tôi,O
139,cảm,B-SYMPTOM
139,giác,I-SYMPTOM
139,nóng,I-SYMPTOM
139,rát,I-SYMPTOM
139,cổ,I-SYMPTOM
139,và,O
139,tôi,O
139,bị,O
139,amidan,B-SYMPTOM
139,to,I-SYMPTOM
139,đỏ,I-SYMPTOM
140,Tôi,O
140,bị,O
140,đau,B-SYMPTOM
140,bụng,I-SYMPTOM
140,nhẹ,I-SYMPTOM
140,và,O
140,bị,O
140,sốt,B-SYMPTOM
140,141,Tôi
141,bị,O
141,hạch,B-SYMPTOM
141,cổ,I-SYMPTOM
141,sưng,I-SYMPTOM
141,và,O
141,bị,O
141,ho,B-SYMPTOM
141,do,I-SYMPTOM
141,ngứa,I-SYMPTOM
141,họng,I-SYMPTOM
142,Tôi,O
142,bị,O
142,đau,B-SYMPTOM
142,sâu,I-SYMPTOM
142,trong,I-SYMPTOM
142,họng,I-SYMPTOM
142,và,O
142,bị,O
142,mệt,B-SYMPTOM
142,mỏi,I-SYMPTOM
142,143,Tôi
143,bị,O
143,họng,B-SYMPTOM
143,đỏ,I-SYMPTOM
143,và,O
143,bị,O
143,đau,B-SYMPTOM
143,khi,I-SYMPTOM
143,nuốt,I-SYMPTOM
144,Tôi,O
144,bị,O
144,amidan,B-SYMPTOM
144,có,I-SYMPTOM
144,mủ,I-SYMPTOM
144,và,O
144,bị,O
144,đau,B-SYMPTOM
144,đầu,I-SYMPTOM
144,145,Tôi
145,bị,O
145,khàn,B-SYMPTOM
145,giọng,I-SYMPTOM
145,và,O
145,bị,O
145,sốt,B-SYMPTOM
145,nhẹ,I-SYMPTOM
146,Tôi,O
146,bị,O
146,buồn,B-SYMPTOM
146,nôn,I-SYMPTOM
146,và,O
146,bị,O
146,đau,B-SYMPTOM
146,họng,I-SYMPTOM
146,147,Tôi
147,bị,O
147,ho,B-SYMPTOM
147,khan,I-SYMPTOM
147,và,O
147,bị,O
147,nuốt,B-SYMPTOM
147,nghẹn,I-SYMPTOM
148,Tôi,O
148,bị,O
148,hạch,B-SYMPTOM
148,góc,I-SYMPTOM
148,hàm,I-SYMPTOM
148,sưng,I-SYMPTOM
148,và,O
148,bị,O
148,hôi,B-SYMPTOM
148,miệng,I-SYMPTOM
149,Tôi,O
149,bị,O
149,sốt,B-SYMPTOM
149,cao,I-SYMPTOM
149,và,O
149,bị,O
149,uể,B-SYMPTOM
149,oải,I-SYMPTOM
150,Tôi,O
150,bị,O
150,đau,B-SYMPTOM
150,họng,I-SYMPTOM
150,nhẹ,I-SYMPTOM
150,và,O
150,bị,O
150,sưng,B-SYMPTOM
150,cổ,I-SYMPTOM
150,họng,I-SYMPTOM
151,Chào,O
151,bác,O
151,sĩ,O
151,,O
151,tôi,O
151,bị,O
151,ho,B-SYMPTOM
151,từng,I-SYMPTOM
151,cơn,I-SYMPTOM
151,và,O
151,bị,O
151,thở,B-SYMPTOM
151,khò,I-SYMPTOM
151,khè,I-SYMPTOM
152,Tôi,O
152,cảm,O
152,thấy,O
152,tức,B-SYMPTOM
152,ngực,I-SYMPTOM
152,và,O
152,bị,O
152,ho,B-SYMPTOM
152,có,I-SYMPTOM
152,đờm,I-SYMPTOM
152,màu,I-SYMPTOM
152,vàng,I-SYMPTOM
153,Gần,O
153,đây,O
153,tôi,O
153,bị,O
153,ho,B-SYMPTOM
153,dai,I-SYMPTOM
153,dẳng,I-SYMPTOM
153,và,O
153,thấy,O
153,mệt,B-SYMPTOM
153,mỏi,I-SYMPTOM
154,Tôi,O
154,bị,O
154,ho,B-SYMPTOM
154,không,I-SYMPTOM
154,dứt,I-SYMPTOM
154,và,O
154,cảm,B-SYMPTOM
154,giác,I-SYMPTOM
154,đè,I-SYMPTOM
154,nặng,I-SYMPTOM
154,ở,I-SYMPTOM
154,ngực,I-SYMPTOM
155,Tôi,O
155,bị,O
155,sốt,B-SYMPTOM
155,nhẹ,I-SYMPTOM
155,và,O
155,bị,O
155,đau,B-SYMPTOM
155,ngực,I-SYMPTOM
155,khi,I-SYMPTOM
155,ho,I-SYMPTOM
156,Tôi,O
156,bị,O
156,ho,B-SYMPTOM
156,ra,I-SYMPTOM
156,đờm,I-SYMPTOM
156,đặc,I-SYMPTOM
156,và,O
156,bị,O
156,khó,B-SYMPTOM
156,thở,I-SYMPTOM
157,Tôi,O
157,bị,O
157,ho,B-SYMPTOM
157,khan,I-SYMPTOM
157,và,O
157,bị,O
157,hụt,B-SYMPTOM
157,hơi,I-SYMPTOM
158,Tôi,O
158,bị,O
158,rát,B-SYMPTOM
158,họng,I-SYMPTOM
158,và,O
158,bị,O
158,nhức,B-SYMPTOM
158,mỏi,I-SYMPTOM
158,159,Tôi
159,bị,O
159,ớn,B-SYMPTOM
159,lạnh,I-SYMPTOM
159,và,O
159,bị,O
159,ho,B-SYMPTOM
159,dữ,I-SYMPTOM
159,dội,I-SYMPTOM
160,Tôi,O
160,bị,O
160,thở,B-SYMPTOM
160,nặng,I-SYMPTOM
160,nhọc,I-SYMPTOM
160,và,O
160,bị,O
160,khạc,B-SYMPTOM
160,đờm,I-SYMPTOM
160,màu,I-SYMPTOM
160,xanh,I-SYMPTOM
161,Tôi,O
161,bị,O
161,tức,B-SYMPTOM
161,ngực,I-SYMPTOM
161,do,I-SYMPTOM
161,ho,I-SYMPTOM
161,và,O
161,bị,O
161,sốt,B-SYMPTOM
161,nhẹ,I-SYMPTOM
162,Tôi,O
162,bị,O
162,ho,B-SYMPTOM
162,liên,I-SYMPTOM
162,tục,I-SYMPTOM
162,và,O
162,bị,O
162,thở,B-SYMPTOM
162,gấp,I-SYMPTOM
163,Tôi,O
163,bị,O
163,đau,B-SYMPTOM
163,họng,I-SYMPTOM
163,và,O
163,thấy,O
163,uể,B-SYMPTOM
163,oải,I-SYMPTOM
164,Tôi,O
164,bị,O
164,ho,B-SYMPTOM
164,cấp,I-SYMPTOM
164,tính,I-SYMPTOM
164,và,O
164,cảm,B-SYMPTOM
164,thấy,I-SYMPTOM
164,yếu,I-SYMPTOM
165,Tôi,O
165,bị,O
165,đờm,B-SYMPTOM
165,màu,I-SYMPTOM
165,trắng,I-SYMPTOM
165,và,O
165,bị,O
165,rùng,B-SYMPTOM
165,mình,I-SYMPTOM
166,Tôi,O
166,bị,O
166,ho,B-SYMPTOM
166,nhiều,I-SYMPTOM
166,và,O
166,bị,O
166,khó,B-SYMPTOM
166,chịu,I-SYMPTOM
166,lồng,I-SYMPTOM
166,ngực,I-SYMPTOM
167,Tôi,O
167,bị,O
167,thở,B-SYMPTOM
167,rít,I-SYMPTOM
167,và,O
167,bị,O
167,đau,B-SYMPTOM
167,mình,I-SYMPTOM
167,mẩy,I-SYMPTOM
167,nhẹ,I-SYMPTOM
168,Tôi,O
168,bị,O
168,ho,B-SYMPTOM
168,kéo,I-SYMPTOM
168,dài,I-SYMPTOM
168,và,O
168,có,B-SYMPTOM
168,tiếng,I-SYMPTOM
168,rít,I-SYMPTOM
168,khi,I-SYMPTOM
168,thở,I-SYMPTOM
169,Tôi,O
169,bị,O
169,ho,B-SYMPTOM
169,ra,I-SYMPTOM
169,đờm,I-SYMPTOM
169,lỏng,I-SYMPTOM
169,và,O
169,bị,O
169,hụt,B-SYMPTOM
169,hơi,I-SYMPTOM
170,Tôi,O
170,bị,O
170,ho,B-SYMPTOM
170,rách,I-SYMPTOM
170,họng,I-SYMPTOM
170,và,O
170,bị,O
170,mất,B-SYMPTOM
170,sức,I-SYMPTOM
171,Tôi,O
171,bị,O
171,cảm,B-SYMPTOM
171,giác,I-SYMPTOM
171,thiếu,I-SYMPTOM
171,khí,I-SYMPTOM
171,và,O
171,bị,O
171,họng,B-SYMPTOM
171,bị,I-SYMPTOM
171,ngứa,I-SYMPTOM
172,Tôi,O
172,bị,O
172,ho,B-SYMPTOM
172,có,I-SYMPTOM
172,đờm,I-SYMPTOM
172,màu,I-SYMPTOM
172,xanh,I-SYMPTOM
172,và,O
172,bị,O
172,đau,B-SYMPTOM
172,nhức,I-SYMPTOM
172,cơ,I-SYMPTOM
173,Tôi,O
173,bị,O
173,ho,B-SYMPTOM
173,cấp,I-SYMPTOM
173,tính,I-SYMPTOM
173,và,O
173,bị,O
173,hơi,B-SYMPTOM
173,sốt,I-SYMPTOM
174,Tôi,O
174,bị,O
174,thở,B-SYMPTOM
174,nhanh,I-SYMPTOM
174,và,O
174,bị,O
174,ho,B-SYMPTOM
174,không,I-SYMPTOM
174,có,I-SYMPTOM
174,đờm,I-SYMPTOM
175,Tôi,O
175,bị,O
175,cảm,B-SYMPTOM
175,giác,I-SYMPTOM
175,lạnh,I-SYMPTOM
175,và,O
175,bị,O
175,ho,B-SYMPTOM
175,dữ,I-SYMPTOM
175,dội,I-SYMPTOM
176,Tôi,O
176,bị,O
176,tức,B-SYMPTOM
176,ngực,I-SYMPTOM
176,và,O
176,bị,O
176,ho,B-SYMPTOM
176,liên,I-SYMPTOM
176,tục,I-SYMPTOM
177,Tôi,O
177,bị,O
177,ho,B-SYMPTOM
177,và,O
177,bị,O
177,đau,B-SYMPTOM
177,họng,I-SYMPTOM
177,178,Tôi
178,bị,O
178,khó,B-SYMPTOM
178,thở,I-SYMPTOM
178,và,O
178,bị,O
178,ho,B-SYMPTOM
178,kéo,I-SYMPTOM
178,dài,I-SYMPTOM
179,Tôi,O
179,bị,O
179,thở,B-SYMPTOM
179,khò,I-SYMPTOM
179,khè,I-SYMPTOM
179,và,O
179,bị,O
179,mệt,B-SYMPTOM
179,mỏi,I-SYMPTOM
180,Tôi,O
180,bị,O
180,ho,B-SYMPTOM
180,khan,I-SYMPTOM
180,và,O
180,bị,O
180,rát,B-SYMPTOM
180,ngực,I-SYMPTOM
181,Tôi,O
181,bị,O
181,ớn,B-SYMPTOM
181,lạnh,I-SYMPTOM
181,và,O
181,bị,O
181,ho,B-SYMPTOM
181,từng,I-SYMPTOM
181,cơn,I-SYMPTOM
182,Tôi,O
182,bị,O
182,ho,B-SYMPTOM
182,có,I-SYMPTOM
182,đờm,I-SYMPTOM
182,đặc,I-SYMPTOM
182,và,O
182,bị,O
182,đau,B-SYMPTOM
182,nhức,I-SYMPTOM
182,183,Tôi
183,bị,O
183,sốt,B-SYMPTOM
183,nhẹ,I-SYMPTOM
183,và,O
183,bị,O
183,thở,B-SYMPTOM
183,rít,I-SYMPTOM
184,Tôi,O
184,bị,O
184,ho,B-SYMPTOM
184,không,I-SYMPTOM
184,dứt,I-SYMPTOM
184,và,O
184,bị,O
184,uể,B-SYMPTOM
184,oải,I-SYMPTOM
185,Tôi,O
185,bị,O
185,ho,B-SYMPTOM
185,ra,I-SYMPTOM
185,đờm,I-SYMPTOM
185,màu,I-SYMPTOM
185,trắng,I-SYMPTOM
185,và,O
185,bị,O
185,khó,B-SYMPTOM
185,thở,I-SYMPTOM
186,Tôi,O
186,bị,O
186,đau,B-SYMPTOM
186,ngực,I-SYMPTOM
186,khi,I-SYMPTOM
186,ho,I-SYMPTOM
186,và,O
186,bị,O
186,ho,B-SYMPTOM
186,dai,I-SYMPTOM
186,dẳng,I-SYMPTOM
187,Tôi,O
187,bị,O
187,mất,B-SYMPTOM
187,sức,I-SYMPTOM
187,và,O
187,bị,O
187,cảm,B-SYMPTOM
187,giác,I-SYMPTOM
187,lạnh,I-SYMPTOM
188,Tôi,O
188,bị,O
188,ho,B-SYMPTOM
188,nhiều,I-SYMPTOM
188,và,O
188,bị,O
188,nặng,B-SYMPTOM
188,ngực,I-SYMPTOM
189,Tôi,O
189,bị,O
189,thở,B-SYMPTOM
189,gấp,I-SYMPTOM
189,và,O
189,bị,O
189,ho,B-SYMPTOM
189,cấp,I-SYMPTOM
189,tính,I-SYMPTOM
190,Tôi,O
190,bị,O
190,rát,B-SYMPTOM
190,họng,I-SYMPTOM
190,và,O
190,bị,O
190,đau,B-SYMPTOM
190,mình,I-SYMPTOM
190,mẩy,I-SYMPTOM
190,nhẹ,I-SYMPTOM
191,Tôi,O
191,bị,O
191,ho,B-SYMPTOM
191,liên,I-SYMPTOM
191,tục,I-SYMPTOM
191,và,O
191,bị,O
191,khạc,B-SYMPTOM
191,đờm,I-SYMPTOM
191,màu,I-SYMPTOM
191,vàng,I-SYMPTOM
192,Tôi,O
192,bị,O
192,tức,B-SYMPTOM
192,ngực,I-SYMPTOM
192,do,I-SYMPTOM
192,ho,I-SYMPTOM
192,và,O
192,bị,O
192,thở,B-SYMPTOM
192,khò,I-SYMPTOM
192,khè,I-SYMPTOM
193,Tôi,O
193,bị,O
193,ho,B-SYMPTOM
193,không,I-SYMPTOM
193,có,I-SYMPTOM
193,đờm,I-SYMPTOM
193,và,O
193,bị,O
193,sốt,B-SYMPTOM
193,nhẹ,I-SYMPTOM
194,Tôi,O
194,bị,O
194,mệt,B-SYMPTOM
194,mỏi,I-SYMPTOM
194,và,O
194,bị,O
194,ho,B-SYMPTOM
194,dữ,I-SYMPTOM
194,dội,I-SYMPTOM
195,Tôi,O
195,bị,O
195,ho,B-SYMPTOM
195,ra,I-SYMPTOM
195,đờm,I-SYMPTOM
195,lỏng,I-SYMPTOM
195,và,O
195,bị,O
195,khó,B-SYMPTOM
195,chịu,I-SYMPTOM
195,lồng,I-SYMPTOM
195,ngực,I-SYMPTOM
196,Tôi,O
196,bị,O
196,đau,B-SYMPTOM
196,họng,I-SYMPTOM
196,và,O
196,bị,O
196,thở,B-SYMPTOM
196,nhanh,I-SYMPTOM
197,Tôi,O
197,bị,O
197,rùng,B-SYMPTOM
197,mình,I-SYMPTOM
197,và,O
197,bị,O
197,ho,B-SYMPTOM
197,từng,I-SYMPTOM
197,cơn,I-SYMPTOM
198,Tôi,O
198,bị,O
198,ho,B-SYMPTOM
198,không,I-SYMPTOM
198,dứt,I-SYMPTOM
198,và,O
198,bị,O
198,đau,B-SYMPTOM
198,nhức,I-SYMPTOM
198,cơ,I-SYMPTOM
199,Tôi,O
199,bị,O
199,hơi,B-SYMPTOM
199,sốt,I-SYMPTOM
199,và,O
199,bị,O
199,ho,B-SYMPTOM
199,khan,I-SYMPTOM
200,Tôi,O
200,bị,O
200,tức,B-SYMPTOM
200,ngực,I-SYMPTOM
200,và,O
200,bị,O
200,khó,B-SYMPTOM
200,thở,I-SYMPTOM
201,Chào,O
201,bác,O
201,sĩ,O
201,,O
201,tôi,O
201,bị,O
201,ho,B-SYMPTOM
201,kéo,I-SYMPTOM
201,dài,I-SYMPTOM
201,trên,I-SYMPTOM
201,3,I-SYMPTOM
201,tuần,I-SYMPTOM
201,và,O
201,bị,O
201,sốt,B-SYMPTOM
201,về,I-SYMPTOM
201,chiều,I-SYMPTOM
202,Tôi,O
202,cũng,O
202,bị,O
202,ho,B-SYMPTOM
202,ra,I-SYMPTOM
202,máu,I-SYMPTOM
202,tươi,I-SYMPTOM
202,và,O
202,cảm,B-SYMPTOM
202,thấy,I-SYMPTOM
202,mệt,I-SYMPTOM
202,mỏi,I-SYMPTOM
202,mãn,I-SYMPTOM
202,tính,I-SYMPTOM
203,Tôi,O
203,bị,O
203,tức,B-SYMPTOM
203,ngực,I-SYMPTOM
203,và,O
203,luôn,O
203,bị,O
203,đổ,B-SYMPTOM
203,mồ,I-SYMPTOM
203,hôi,I-SYMPTOM
203,trộm,I-SYMPTOM
204,Gần,O
204,đây,O
204,tôi,O
204,bị,O
204,giảm,B-SYMPTOM
204,cân,I-SYMPTOM
204,không,I-SYMPTOM
204,rõ,I-SYMPTOM
204,nguyên,I-SYMPTOM
204,nhân,I-SYMPTOM
204,và,O
204,thấy,O
204,mình,O
204,bị,O
204,ho,B-SYMPTOM
204,dai,I-SYMPTOM
204,dẳng,I-SYMPTOM
205,Tôi,O
205,bị,O
205,khó,B-SYMPTOM
205,thở,I-SYMPTOM
205,khi,I-SYMPTOM
205,gắng,I-SYMPTOM
205,sức,I-SYMPTOM
205,và,O
205,bị,O
205,chán,B-SYMPTOM
205,ăn,I-SYMPTOM
206,Tôi,O
206,bị,O
206,ho,B-SYMPTOM
206,kinh,I-SYMPTOM
206,niên,I-SYMPTOM
206,và,O
206,bị,O
206,đờm,B-SYMPTOM
206,màu,I-SYMPTOM
206,xanh,I-SYMPTOM
207,Tôi,O
207,bị,O
207,sụt,B-SYMPTOM
207,cân,I-SYMPTOM
207,và,O
207,bị,O
207,ho,B-SYMPTOM
207,khạc,I-SYMPTOM
207,ra,I-SYMPTOM
207,máu,I-SYMPTOM
208,Tôi,O
208,bị,O
208,mất,B-SYMPTOM
208,sức,I-SYMPTOM
208,và,O
208,bị,O
208,đau,B-SYMPTOM
208,nhói,I-SYMPTOM
208,ngực,I-SYMPTOM
209,Tôi,O
209,bị,O
209,thở,B-SYMPTOM
209,dốc,I-SYMPTOM
209,và,O
209,luôn,O
209,bị,O
209,sốt,B-SYMPTOM
209,dai,I-SYMPTOM
209,dẳng,I-SYMPTOM
210,Tôi,O
210,bị,O
210,ho,B-SYMPTOM
210,mãn,I-SYMPTOM
210,tính,I-SYMPTOM
210,và,O
210,thấy,O
210,ăn,B-SYMPTOM
210,không,I-SYMPTOM
210,ngon,I-SYMPTOM
211,Tôi,O
211,bị,O
211,mồ,B-SYMPTOM
211,hôi,I-SYMPTOM
211,ra,I-SYMPTOM
211,ban,I-SYMPTOM
211,đêm,I-SYMPTOM
211,và,O
211,bị,O
211,khạc,B-SYMPTOM
211,đờm,I-SYMPTOM
211,nhiều,I-SYMPTOM
212,Tôi,O
212,bị,O
212,hụt,B-SYMPTOM
212,hơi,I-SYMPTOM
212,và,O
212,tôi,O
212,cảm,B-SYMPTOM
212,thấy,I-SYMPTOM
212,uể,I-SYMPTOM
212,oải,I-SYMPTOM
213,Tôi,O
213,bị,O
213,ho,B-SYMPTOM
213,ra,I-SYMPTOM
213,ít,I-SYMPTOM
213,máu,I-SYMPTOM
213,và,O
213,bị,O
213,nặng,B-SYMPTOM
213,ngực,I-SYMPTOM
214,Tôi,O
214,bị,O
214,gầy,B-SYMPTOM
214,sút,I-SYMPTOM
214,và,O
214,bị,O
214,hơi,B-SYMPTOM
214,sốt,I-SYMPTOM
215,Tôi,O
215,bị,O
215,đờm,B-SYMPTOM
215,nhầy,I-SYMPTOM
215,và,O
215,bị,O
215,ho,B-SYMPTOM
215,liên,I-SYMPTOM
215,miên,I-SYMPTOM
216,Tôi,O
216,bị,O
216,đau,B-SYMPTOM
216,ngực,I-SYMPTOM
216,và,O
216,bị,O
216,suy,B-SYMPTOM
216,nhược,I-SYMPTOM
216,cơ,I-SYMPTOM
216,thể,I-SYMPTOM
217,Tôi,O
217,bị,O
217,thở,B-SYMPTOM
217,gấp,I-SYMPTOM
217,và,O
217,bị,O
217,bỏ,B-SYMPTOM
217,bữa,I-SYMPTOM
218,Tôi,O
218,bị,O
218,sốt,B-SYMPTOM
218,nhẹ,I-SYMPTOM
218,và,O
218,bị,O
218,ho,B-SYMPTOM
218,kéo,I-SYMPTOM
218,dài,I-SYMPTOM
219,Tôi,O
219,bị,O
219,mồ,B-SYMPTOM
219,hôi,I-SYMPTOM
219,ra,I-SYMPTOM
219,nhiều,I-SYMPTOM
219,về,I-SYMPTOM
219,đêm,I-SYMPTOM
219,và,O
219,bị,O
219,ho,B-SYMPTOM
219,ra,I-SYMPTOM
219,máu,I-SYMPTOM
220,Tôi,O
220,bị,O
220,mệt,B-SYMPTOM
220,mỏi,I-SYMPTOM
220,và,O
220,bị,O
220,đau,B-SYMPTOM
220,ngực,I-SYMPTOM
220,khi,I-SYMPTOM
220,hít,I-SYMPTOM
220,sâu,I-SYMPTOM
221,Tôi,O
221,bị,O
221,ho,B-SYMPTOM
221,dai,I-SYMPTOM
221,dẳng,I-SYMPTOM
221,và,O
221,tôi,O
221,cảm,B-SYMPTOM
221,thấy,I-SYMPTOM
221,không,I-SYMPTOM
221,có,I-SYMPTOM
221,năng,I-SYMPTOM
221,lượng,I-SYMPTOM
222,Tôi,O
222,bị,O
222,đờm,B-SYMPTOM
222,màu,I-SYMPTOM
222,vàng,I-SYMPTOM
222,và,O
222,bị,O
222,thở,B-SYMPTOM
222,dốc,I-SYMPTOM
223,Tôi,O
223,bị,O
223,sụt,B-SYMPTOM
223,cân,I-SYMPTOM
223,và,O
223,bị,O
223,nóng,B-SYMPTOM
223,người,I-SYMPTOM
223,vào,I-SYMPTOM
223,buổi,I-SYMPTOM
223,chiều,I-SYMPTOM
224,Tôi,O
224,bị,O
224,ho,B-SYMPTOM
224,liên,I-SYMPTOM
224,miên,I-SYMPTOM
224,và,O
224,bị,O
224,tức,B-SYMPTOM
224,ngực,I-SYMPTOM
225,Tôi,O
225,bị,O
225,mệt,B-SYMPTOM
225,mỏi,I-SYMPTOM
225,và,O
225,bị,O
225,ăn,B-SYMPTOM
225,uống,I-SYMPTOM
225,kém,I-SYMPTOM
226,Tôi,O
226,bị,O
226,khó,B-SYMPTOM
226,thở,I-SYMPTOM
226,và,O
226,bị,O
226,khạc,B-SYMPTOM
226,ra,I-SYMPTOM
226,tia,I-SYMPTOM
226,máu,I-SYMPTOM
227,Tôi,O
227,bị,O
227,cơ,B-SYMPTOM
227,thể,I-SYMPTOM
227,suy,I-SYMPTOM
227,kiệt,I-SYMPTOM
227,và,O
227,bị,O
227,đờm,B-SYMPTOM
227,đặc,I-SYMPTOM
228,Tôi,O
228,bị,O
228,ho,B-SYMPTOM
228,trên,I-SYMPTOM
228,3,I-SYMPTOM
228,tuần,I-SYMPTOM
228,và,O
228,bị,O
228,đau,B-SYMPTOM
228,nhói,I-SYMPTOM
228,ngực,I-SYMPTOM
229,Tôi,O
229,bị,O
229,sốt,B-SYMPTOM
229,về,I-SYMPTOM
229,chiều,I-SYMPTOM
229,và,O
229,bị,O
229,đổ,B-SYMPTOM
229,mồ,I-SYMPTOM
229,hôi,I-SYMPTOM
229,ban,I-SYMPTOM
229,đêm,I-SYMPTOM
230,Tôi,O
230,bị,O
