disease_id,disease_name,symptoms
D006,Sốt xuất huyết,"sốt_vừa,mệt_cơ,ban_nổi_trên_da,uể_oải"
D006,Sốt xuất huyết,"sốt_nhẹ,nhức_đầu_sau_trán,ban_dạng_sẩn,buồn_nôn_dữ_dội"
D006,Sốt xuất huyết,"sốt_cao,đau_nhức_sau_mắt,mất_cảm_giác_thèm_ăn,ớn_lạnh_nhẹ"
D006,Sốt xuất huyết,"sốt_đột_ngột,nhức_đầu_nhẹ,mệt_cơ,ăn_không_ngon,chảy_máu_cam_nhiều"
D006,Sốt xuất huyết,"sốt_vừa,đau_đầu_dữ_dội,nôn_nhiều_lần,chóng_mặt_nhẹ"
D006,Sốt xuất huyết,"sốt_nhẹ,đau_nhức_sau_mắt,phát_ban_toàn_thân,mệt_nhẹ,bầm_tím"
D006,Sốt xuất huyết,"sốt_cao,đau_nhức_mắt_khi_chuyển_động,buồn_nôn_nhẹ,uể_oải"
D006,Sốt xuất huyết,"sốt_kéo_dài,nhức_đầu_sau_trán,đau_nhức_mắt_khi_chuyển_động,ớt_lạnh_toàn_thân"
D006,Sốt xuất huyết,"sốt_đột_ngột,đau_cơ_toàn_thân,nôn_ra_thức_ăn,yếu_cơ,rét_run"
D006,Sốt xuất huyết,"sốt_vừa,đau_đầu_dữ_dội,đau_nhức_sau_mắt,giảm_ăn,chảy_máu_cam_nhẹ"
D006,Sốt xuất huyết,"sốt_nhẹ,cảm_giác_áp_lực_mắt,ban_đỏ,ăn_không_ngon,chấm_đỏ_dưới_da"
D006,Sốt xuất huyết,"sốt_cao,đau_cơ_dữ_dội,buồn_nôn_dữ_dội,mệt_toàn_thân,choáng_váng"
D006,Sốt xuất huyết,"sốt_kéo_dài,nhức_đầu_nhẹ,nhức_khớp,nôn_ra_dịch,xuất_huyết_dạng_sẩn"
D006,Sốt xuất huyết,"sốt_đột_ngột,đau_cơ_toàn_thân,ban_nổi_trên_da,mất_cảm_giác_thèm_ăn,dễ_chảy_máu"
D006,Sốt xuất huyết,"sốt_vừa,đau_đầu_dữ_dội,buồn_nôn_nhẹ,uể_oải"
D006,Sốt xuất huyết,"sốt_nhẹ,nhức_đầu_sau_trán,đau_nhức_mắt_khi_chuyển_động,phát_ban_toàn_thân"
D006,Sốt xuất huyết,"sốt_cao,nhức_khớp,nôn_nhiều_lần,mệt_nhẹ,bầm_tím"
D006,Sốt xuất huyết,"sốt_kéo_dài,cảm_giác_áp_lực_mắt,đau_cơ_dữ_dội,nôn_liên_tục"
D006,Sốt xuất huyết,"sốt_đột_ngột,đau_cơ_toàn_thân,giảm_ăn,ớn_lạnh_nhẹ,hoa_mắt"
D006,Sốt xuất huyết,"sốt_vừa,nhức_đầu_nhẹ,ban_đỏ,chảy_máu_cam_nhẹ,chóng_mặt_nhẹ"
D006,Sốt xuất huyết,"sốt_nhẹ,đau_nhức_sau_mắt,buồn_nôn_dữ_dội,mệt_toàn_thân,choáng_váng"
D006,Sốt xuất huyết,"sốt_cao,đau_nhức_mắt_khi_chuyển_động,nôn_ra_thức_ăn,yếu_cơ"
D006,Sốt xuất huyết,"sốt_kéo_dài,mệt_cơ,ban_dạng_sẩn,ăn_không_ngon,rét_run"
D006,Sốt xuất huyết,"sốt_vừa,nhức_đầu_sau_trán,đau_cơ_toàn_thân,chấm_đỏ_dưới_da"
D006,Sốt xuất huyết,"sốt_đột_ngột,đau_đầu_dữ_dội,ban_nổi_trên_da,xuất_huyết_dạng_sẩn"
D006,Sốt xuất huyết,"sốt_nhẹ,đau_nhức_sau_mắt,nôn_ra_dịch,ớn_lạnh_toàn_thân"
D006,Sốt xuất huyết,"sốt_cao,cảm_giác_áp_lực_mắt,buồn_nôn_nhẹ,dễ_chảy_máu"
D006,Sốt xuất huyết,"sốt_kéo_dài,nhức_khớp,nôn_nhiều_lần,uể_oải,bầm_tím"
D006,Sốt xuất huyết,"sốt_vừa,nhức_đầu_nhẹ,mệt_cơ,mất_cảm_giác_thèm_ăn,hoa_mắt"
D006,Sốt xuất huyết,"sốt_đột_ngột,đau_cơ_dữ_dội,phát_ban_toàn_thân,chóng_mặt_nhẹ"
D006,Sốt xuất huyết,"sốt_nhẹ,đau_nhức_mắt_khi_chuyển_động,nôn_liên_tục,mệt_nhẹ,chảy_máu_cam_nhiều"
D006,Sốt xuất huyết,"sốt_cao,nhức_đầu_sau_trán,ban_đỏ,giảm_ăn"
D006,Sốt xuất huyết,"sốt_kéo_dài,đau_đầu_dữ_dội,buồn_nôn_dữ_dội,yếu_cơ,choáng_váng"
D006,Sốt xuất huyết,"sốt_vừa,đau_nhức_sau_mắt,nôn_ra_thức_ăn,ăn_không_ngon,chấm_đỏ_dưới_da"
D006,Sốt xuất huyết,"sốt_đột_ngột,cảm_giác_áp_lực_mắt,ban_dạng_sẩn,chảy_máu_cam_nhẹ"
D006,Sốt xuất huyết,"sốt_nhẹ,đau_cơ_toàn_thân,nôn_ra_dịch,mệt_toàn_thân,rét_run"
D006,Sốt xuất huyết,"sốt_cao,nhức_khớp,buồn_nôn_nhẹ,ớn_lạnh_nhẹ"
D006,Sốt xuất huyết,"sốt_kéo_dài,đau_nhức_mắt_khi_chuyển_động,mất_cảm_giác_thèm_ăn,xuất_huyết_dạng_sẩn"
D006,Sốt xuất huyết,"sốt_vừa,nhức_đầu_nhẹ,ban_nổi_trên_da,dễ_chảy_máu"
D006,Sốt xuất huyết,"sốt_đột_ngột,đau_cơ_dữ_dội,nôn_nhiều_lần,uể_oải,bầm_tím"
D006,Sốt xuất huyết,"sốt_nhẹ,nhức_đầu_sau_trán,phát_ban_toàn_thân,ớn_lạnh_toàn_thân,hoa_mắt"
D006,Sốt xuất huyết,"sốt_cao,đau_nhức_sau_mắt,nôn_liên_tục,giảm_ăn"
D006,Sốt xuất huyết,"sốt_kéo_dài,cảm_giác_áp_lực_mắt,ban_đỏ,ăn_không_ngon,chóng_mặt_nhẹ"
D006,Sốt xuất huyết,"sốt_vừa,đau_cơ_toàn_thân,buồn_nôn_dữ_dội,chảy_máu_cam_nhiều,choáng_váng"
D006,Sốt xuất huyết,"sốt_đột_ngột,nhức_khớp,nôn_ra_thức_ăn,mệt_nhẹ"
D006,Sốt xuất huyết,"sốt_nhẹ,đau_nhức_mắt_khi_chuyển_động,mệt_cơ,yếu_cơ,chấm_đỏ_dưới_da"
D006,Sốt xuất huyết,"sốt_cao,nhức_đầu_nhẹ,ban_dạng_sẩn,chảy_máu_cam_nhẹ"
D006,Sốt xuất huyết,"sốt_kéo_dài,đau_đầu_dữ_dội,nôn_ra_dịch,mệt_toàn_thân,rét_run"
D006,Sốt xuất huyết,"sốt_vừa,nhức_đầu_sau_trán,buồn_nôn_nhẹ,ớn_lạnh_nhẹ,xuất_huyết_dạng_sẩn"
D006,Sốt xuất huyết,"sốt_đột_ngột,đau_nhức_sau_mắt,nôn_nhiều_lần,dễ_chảy_máu"
D006,Sốt xuất huyết,"sốt_nhẹ,cảm_giác_áp_lực_mắt,ban_nổi_trên_da,uể_oải,bầm_tím"
D006,Sốt xuất huyết,"sốt_cao,đau_cơ_dữ_dội,mất_cảm_giác_thèm_ăn,ớn_lạnh_toàn_thân,hoa_mắt"
D006,Sốt xuất huyết,"sốt_kéo_dài,nhức_khớp,phát_ban_toàn_thân,giảm_ăn"
D006,Sốt xuất huyết,"sốt_vừa,nhức_đầu_nhẹ,nôn_liên_tục,ăn_không_ngon,chóng_mặt_nhẹ"
D006,Sốt xuất huyết,"sốt_đột_ngột,đau_nhức_mắt_khi_chuyển_động,ban_đỏ,chảy_máu_cam_nhiều"
D006,Sốt xuất huyết,"sốt_nhẹ,nhức_đầu_sau_trán,đau_cơ_toàn_thân,buồn_nôn_dữ_dội,choáng_váng"
D006,Sốt xuất huyết,"sốt_cao,mệt_cơ,nôn_ra_thức_ăn,mệt_nhẹ,chấm_đỏ_dưới_da"
D006,Sốt xuất huyết,"sốt_kéo_dài,đau_đầu_dữ_dội,nôn_ra_dịch,yếu_cơ,rét_run"
D006,Sốt xuất huyết,"sốt_vừa,đau_nhức_sau_mắt,ban_dạng_sẩn,chảy_máu_cam_nhẹ,xuất_huyết_dạng_sẩn"
D006,Sốt xuất huyết,"sốt_đột_ngột,cảm_giác_áp_lực_mắt,buồn_nôn_nhẹ,mệt_toàn_thân"
D006,Sốt xuất huyết,"sốt_nhẹ,nhức_khớp,nôn_nhiều_lần,ớn_lạnh_nhẹ,dễ_chảy_máu"
D006,Sốt xuất huyết,"sốt_cao,đau_cơ_dữ_dội,mất_cảm_giác_thèm_ăn,uể_oải,bầm_tím"
D006,Sốt xuất huyết,"sốt_kéo_dài,đau_nhức_mắt_khi_chuyển_động,ban_nổi_trên_da,giảm_ăn,hoa_mắt"
D006,Sốt xuất huyết,"sốt_vừa,nhức_đầu_nhẹ,phát_ban_toàn_thân,ăn_không_ngon,chóng_mặt_nhẹ"
D006,Sốt xuất huyết,"sốt_đột_ngột,nhức_đầu_sau_trán,nôn_liên_tục,ớn_lạnh_toàn_thân,choáng_váng"
D006,Sốt xuất huyết,"sốt_nhẹ,đau_đầu_dữ_dội,ban_đỏ,mệt_nhẹ"
D006,Sốt xuất huyết,"sốt_cao,đau_nhức_sau_mắt,buồn_nôn_dữ_dội,yếu_cơ,chấm_đỏ_dưới_da"
D006,Sốt xuất huyết,"sốt_kéo_dài,cảm_giác_áp_lực_mắt,nôn_ra_thức_ăn,chảy_máu_cam_nhiều,rét_run"
D006,Sốt xuất huyết,"sốt_vừa,đau_cơ_toàn_thân,nôn_ra_dịch,xuất_huyết_dạng_sẩn"
D006,Sốt xuất huyết,"sốt_đột_ngột,mệt_cơ,buồn_nôn_nhẹ,dễ_chảy_máu"
D006,Sốt xuất huyết,"sốt_nhẹ,nhức_khớp,nôn_nhiều_lần,mệt_toàn_thân,bầm_tím"
D006,Sốt xuất huyết,"sốt_cao,đau_cơ_dữ_dội,mất_cảm_giác_thèm_ăn,uể_oải,hoa_mắt"
D006,Sốt xuất huyết,"sốt_kéo_dài,đau_nhức_mắt_khi_chuyển_động,ban_dạng_sẩn,giảm_ăn,chóng_mặt_nhẹ"
D006,Sốt xuất huyết,"sốt_vừa,nhức_đầu_nhẹ,nôn_liên_tục,ăn_không_ngon,chảy_máu_cam_nhẹ"
D006,Sốt xuất huyết,"sốt_đột_ngột,nhức_đầu_sau_trán,ban_nổi_trên_da,ớn_lạnh_nhẹ,choáng_váng"
D006,Sốt xuất huyết,"sốt_nhẹ,đau_đầu_dữ_dội,phát_ban_toàn_thân,chấm_đỏ_dưới_da"
D006,Sốt xuất huyết,"sốt_cao,đau_nhức_sau_mắt,buồn_nôn_dữ_dội,mệt_nhẹ,rét_run"
D006,Sốt xuất huyết,"sốt_kéo_dài,cảm_giác_áp_lực_mắt,nôn_ra_thức_ăn,yếu_cơ"
D006,Sốt xuất huyết,"sốt_vừa,đau_cơ_toàn_thân,nôn_ra_dịch,mệt_toàn_thân,xuất_huyết_dạng_sẩn"
D006,Sốt xuất huyết,"sốt_đột_ngột,mệt_cơ,buồn_nôn_nhẹ,ớn_lạnh_toàn_thân,dễ_chảy_máu"
D006,Sốt xuất huyết,"sốt_nhẹ,nhức_khớp,nôn_nhiều_lần,uể_oải,bầm_tím"
D006,Sốt xuất huyết,"sốt_cao,đau_cơ_dữ_dội,mất_cảm_giác_thèm_ăn,giảm_ăn,hoa_mắt"
D006,Sốt xuất huyết,"sốt_kéo_dài,đau_nhức_mắt_khi_chuyển_động,ban_đỏ,ăn_không_ngon,chóng_mặt_nhẹ"
D006,Sốt xuất huyết,"sốt_vừa,nhức_đầu_nhẹ,nôn_liên_tục,chảy_máu_cam_nhiều,choáng_váng"
D006,Sốt xuất huyết,"sốt_đột_ngột,nhức_đầu_sau_trán,nôn_ra_thức_ăn,chấm_đỏ_dưới_da"
D006,Sốt xuất huyết,"sốt_nhẹ,đau_đầu_dữ_dội,buồn_nôn_dữ_dội,mệt_nhẹ,rét_run"
D006,Sốt xuất huyết,"sốt_cao,đau_nhức_sau_mắt,nôn_ra_dịch,yếu_cơ"
D006,Sốt xuất huyết,"sốt_kéo_dài,cảm_giác_áp_lực_mắt,buồn_nôn_nhẹ,mệt_toàn_thân,xuất_huyết_dạng_sẩn"
D006,Sốt xuất huyết,"sốt_vừa,đau_cơ_toàn_thân,nôn_nhiều_lần,ớn_lạnh_nhẹ,dễ_chảy_máu"
D006,Sốt xuất huyết,"sốt_đột_ngột,mệt_cơ,ban_dạng_sẩn,uể_oải,bầm_tím"
D006,Sốt xuất huyết,"sốt_nhẹ,nhức_khớp,ban_nổi_trên_da,giảm_ăn,hoa_mắt"
D006,Sốt xuất huyết,"sốt_cao,đau_cơ_dữ_dội,phát_ban_toàn_thân,ăn_không_ngon,chóng_mặt_nhẹ"
D006,Sốt xuất huyết,"sốt_kéo_dài,đau_nhức_mắt_khi_chuyển_động,nôn_liên_tục,ớn_lạnh_toàn_thân,chảy_máu_cam_nhẹ"
D007,Sốt rét,"sốt_cao, rét_run, mồ_hôi_nhiều, nhức_đầu_dữ_dội"
D007,Sốt rét,"sốt_từng_cơn, ớn_lạnh, nôn_liên_tục, mệt_toàn_thân, ăn_kém"
D007,Sốt rét,"sốt_dai_dẳng, cảm_giác_lạnh_toàn_thân, nhức_cơ, vàng_da_nhẹ"
D007,Sốt rét,"sốt_vừa, đổ_mồ_hôi_về_đêm, nhức_đầu_kèm_chóng_mặt, yếu_cơ"
D007,Sốt rét,"sốt_nhẹ, ớn_lạnh, buồn_nôn_dữ_dội, giảm_ăn, đau_khớp"
D007,Sốt rét,"sốt_cao, rét_run, mồ_hôi_lạnh, nhức_đầu_nhẹ, mất_thăng_bằng"
D007,Sốt rét,"sốt_từng_cơn, cảm_giác_lạnh_toàn_thân, buồn_nôn_nhẹ, mệt_nhẹ, ăn_không_ngon"
D007,Sốt rét,"sốt_dai_dẳng, mồ_hôi_nhiều, nôn_ra_thức_ăn, đau_cơ_dữ_dội, vàng_mắt"
D007,Sốt rét,"sốt_vừa, ớn_lạnh, nhức_đầu_dữ_dội, yếu_cơ, tiêu_chảy_nhẹ"
D007,Sốt rét,"sốt_nhẹ, rét_run, buồn_nôn_dữ_dội, mệt_toàn_thân, hoa_mắt"
D007,Sốt rét,"sốt_cao, sốt_từng_cơn, mồ_hôi_nhiều, giảm_ăn"
D007,Sốt rét,"sốt_dai_dẳng, ớn_lạnh, nhức_đầu_kèm_chóng_mặt, nhức_cơ, phân_lỏng"
D007,Sốt rét,"sốt_vừa, đổ_mồ_hôi_về_đêm, nôn_liên_tục, ăn_kém, ho_khan"
D007,Sốt rét,"sốt_nhẹ, cảm_giác_lạnh_toàn_thân, buồn_nôn_nhẹ, yếu_cơ, da_hơi_vàng"
D007,Sốt rét,"sốt_cao, rét_run, nhức_đầu_dữ_dội, mệt_nhẹ, đau_khớp, chóng_mặt_nhẹ"
D007,Sốt rét,"sốt_từng_cơn, mồ_hôi_lạnh, nôn_ra_thức_ăn, ăn_không_ngon, tiêu_chảy_nặng"
D007,Sốt rét,"sốt_dai_dẳng, ớn_lạnh, nhức_đầu_nhẹ, mệt_toàn_thân, vàng_da_nhẹ"
D007,Sốt rét,"sốt_vừa, đổ_mồ_hôi_về_đêm, buồn_nôn_dữ_dội, nhức_cơ, mất_thăng_bằng"
D007,Sốt rét,"sốt_nhẹ, rét_run, cảm_giác_lạnh_toàn_thân, giảm_ăn, ho_kéo_dài"
D007,Sốt rét,"sốt_cao, sốt_từng_cơn, mồ_hôi_nhiều, yếu_cơ, phân_lỏng, đau_khớp"
D007,Sốt rét,"sốt_dai_dẳng, ớn_lạnh, nhức_đầu_kèm_chóng_mặt, ăn_kém, hoa_mắt"
D007,Sốt rét,"sốt_vừa, mồ_hôi_lạnh, nôn_liên_tục, mệt_toàn_thân, vàng_mắt, tiêu_chảy_nhẹ"
D007,Sốt rét,"sốt_nhẹ, cảm_giác_lạnh_toàn_thân, buồn_nôn_nhẹ, nhức_cơ, ho_nhẹ"
D007,Sốt rét,"sốt_cao, rét_run, nhức_đầu_dữ_dội, giảm_ăn, da_hơi_vàng"
D007,Sốt rét,"sốt_từng_cơn, đổ_mồ_hôi_về_đêm, nôn_ra_thức_ăn, yếu_cơ, chóng_mặt_nhẹ"
D007,Sốt rét,"sốt_dai_dẳng, mồ_hôi_nhiều, nhức_đầu_nhẹ, mệt_nhẹ, ăn_không_ngon, tiêu_chảy_nặng"
D007,Sốt rét,"sốt_vừa, ớn_lạnh, buồn_nôn_dữ_dội, đau_cơ_dữ_dội, mất_thăng_bằng"
D007,Sốt rét,"sốt_nhẹ, rét_run, cảm_giác_lạnh_toàn_thân, mệt_toàn_thân, ho_khan"
D007,Sốt rét,"sốt_cao, sốt_từng_cơn, mồ_hôi_lạnh, giảm_ăn, phân_lỏng, đau_khớp"
D007,Sốt rét,"sốt_dai_dẳng, đổ_mồ_hôi_về_đêm, nhức_đầu_dữ_dội, ăn_kém, hoa_mắt"
D007,Sốt rét,"sốt_vừa, ớn_lạnh, nôn_liên_tục, yếu_cơ, vàng_da_nhẹ"
D007,Sốt rét,"sốt_nhẹ, rét_run, buồn_nôn_nhẹ, nhức_cơ, tiêu_chảy_nhẹ"
D007,Sốt rét,"sốt_cao, cảm_giác_lạnh_toàn_thân, nhức_đầu_kèm_chóng_mặt, mệt_nhẹ, da_hơi_vàng"
D007,Sốt rét,"sốt_từng_cơn, mồ_hôi_nhiều, nôn_ra_thức_ăn, ăn_không_ngon, ho_kéo_dài"
D007,Sốt rét,"sốt_dai_dẳng, đổ_mồ_hôi_về_đêm, nhức_đầu_nhẹ, đau_cơ_dữ_dội, chóng_mặt_nhẹ"
D007,Sốt rét,"sốt_vừa, ớn_lạnh, buồn_nôn_dữ_dội, giảm_ăn, mất_thăng_bằng"
D007,Sốt rét,"sốt_nhẹ, rét_run, mồ_hôi_lạnh, mệt_toàn_thân, ho_nhẹ"
D007,Sốt rét,"sốt_cao, sốt_dai_dẳng, nhức_đầu_dữ_dội, ăn_kém, phân_lỏng"
D007,Sốt rét,"sốt_từng_cơn, cảm_giác_lạnh_toàn_thân, nôn_liên_tục, yếu_cơ, hoa_mắt"
D007,Sốt rét,"sốt_vừa, mồ_hôi_nhiều, buồn_nôn_nhẹ, nhức_cơ, vàng_mắt, tiêu_chảy_nặng"
D007,Sốt rét,"sốt_nhẹ, ớn_lạnh, nhức_đầu_kèm_chóng_mặt, giảm_ăn, đau_khớp"
D007,Sốt rét,"sốt_cao, rét_run, nôn_ra_thức_ăn, mệt_nhẹ, da_hơi_vàng"
D007,Sốt rét,"sốt_từng_cơn, đổ_mồ_hôi_về_đêm, nhức_đầu_nhẹ, ăn_không_ngon, ho_khan"
D007,Sốt rét,"sốt_dai_dẳng, cảm_giác_lạnh_toàn_thân, buồn_nôn_dữ_dội, đau_cơ_dữ_dội, chóng_mặt_nhẹ"
D007,Sốt rét,"sốt_vừa, mồ_hôi_lạnh, nôn_liên_tục, mệt_toàn_thân, mất_thăng_bằng"
D007,Sốt rét,"sốt_nhẹ, ớn_lạnh, nhức_đầu_dữ_dội, yếu_cơ, ho_kéo_dài"
D007,Sốt rét,"sốt_cao, rét_run, cảm_giác_lạnh_toàn_thân, giảm_ăn, phân_lỏng, vàng_da_nhẹ"
D007,Sốt rét,"sốt_từng_cơn, đổ_mồ_hôi_về_đêm, buồn_nôn_nhẹ, nhức_cơ, hoa_mắt"
D007,Sốt rét,"sốt_dai_dẳng, mồ_hôi_nhiều, nôn_ra_thức_ăn, ăn_kém, tiêu_chảy_nhẹ"
D007,Sốt rét,"sốt_vừa, ớn_lạnh, nhức_đầu_kèm_chóng_mặt, mệt_nhẹ, đau_khớp"
D007,Sốt rét,"sốt_nhẹ, rét_run, buồn_nôn_dữ_dội, yếu_cơ, vàng_mắt"
D007,Sốt rét,"sốt_cao, sốt_dai_dẳng, mồ_hôi_lạnh, giảm_ăn, ho_nhẹ"
D007,Sốt rét,"sốt_từng_cơn, cảm_giác_lạnh_toàn_thân, nhức_đầu_dữ_dội, mệt_toàn_thân, da_hơi_vàng"
D007,Sốt rét,"sốt_vừa, đổ_mồ_hôi_về_đêm, buồn_nôn_nhẹ, đau_cơ_dữ_dội, chóng_mặt_nhẹ"
D007,Sốt rét,"sốt_nhẹ, ớn_lạnh, nôn_liên_tục, ăn_không_ngon, mất_thăng_bằng"
D007,Sốt rét,"sốt_cao, rét_run, mồ_hôi_nhiều, nhức_đầu_nhẹ, ho_khan"
D007,Sốt rét,"sốt_từng_cơn, cảm_giác_lạnh_toàn_thân, nôn_ra_thức_ăn, yếu_cơ, phân_lỏng"
D007,Sốt rét,"sốt_dai_dẳng, mồ_hôi_lạnh, buồn_nôn_dữ_dội, giảm_ăn, vàng_da_nhẹ"
D007,Sốt rét,"sốt_vừa, ớn_lạnh, nhức_đầu_kèm_chóng_mặt, nhức_cơ, tiêu_chảy_nặng"
D007,Sốt rét,"sốt_nhẹ, rét_run, nôn_liên_tục, mệt_nhẹ, hoa_mắt"
D007,Sốt rét,"sốt_cao, sốt_từng_cơn, mồ_hôi_nhiều, ăn_kém, đau_khớp, ho_kéo_dài"
D007,Sốt rét,"sốt_dai_dẳng, cảm_giác_lạnh_toàn_thân, buồn_nôn_nhẹ, yếu_cơ, vàng_mắt"
D007,Sốt rét,"sốt_vừa, đổ_mồ_hôi_về_đêm, nhức_đầu_dữ_dội, mệt_toàn_thân, da_hơi_vàng"
D007,Sốt rét,"sốt_nhẹ, ớn_lạnh, nôn_ra_thức_ăn, nhức_cơ, chóng_mặt_nhẹ"
D007,Sốt rét,"sốt_cao, rét_run, mồ_hôi_lạnh, giảm_ăn, mất_thăng_bằng"
D007,Sốt rét,"sốt_từng_cơn, đổ_mồ_hôi_về_đêm, buồn_nôn_dữ_dội, đau_cơ_dữ_dội, ho_nhẹ"
D007,Sốt rét,"sốt_dai_dẳng, mồ_hôi_nhiều, nhức_đầu_nhẹ, ăn_không_ngon, tiêu_chảy_nhẹ"
D007,Sốt rét,"sốt_vừa, ớn_lạnh, nôn_liên_tục, yếu_cơ, phân_lỏng"
D007,Sốt rét,"sốt_nhẹ, rét_run, cảm_giác_lạnh_toàn_thân, mệt_nhẹ, vàng_da_nhẹ, hoa_mắt"
D007,Sốt rét,"sốt_cao, sốt_dai_dẳng, nhức_đầu_kèm_chóng_mặt, ăn_kém, đau_khớp"
D007,Sốt rét,"sốt_từng_cơn, đổ_mồ_hôi_về_đêm, buồn_nôn_nhẹ, mệt_toàn_thân, ho_khan"
D007,Sốt rét,"sốt_vừa, mồ_hôi_lạnh, nôn_ra_thức_ăn, nhức_cơ, tiêu_chảy_nặng"
D007,Sốt rét,"sốt_nhẹ, cảm_giác_lạnh_toàn_thân, nhức_đầu_dữ_dội, giảm_ăn, chóng_mặt_nhẹ"
D007,Sốt rét,"sốt_cao, rét_run, mồ_hôi_nhiều, yếu_cơ, da_hơi_vàng, mất_thăng_bằng"
D007,Sốt rét,"sốt_từng_cơn, ớn_lạnh, buồn_nôn_dữ_dội, ăn_không_ngon, ho_kéo_dài"
D007,Sốt rét,"sốt_dai_dẳng, đổ_mồ_hôi_về_đêm, nôn_liên_tục, đau_cơ_dữ_dội, phân_lỏng"
D007,Sốt rét,"sốt_vừa, mồ_hôi_lạnh, nhức_đầu_nhẹ, mệt_nhẹ, vàng_mắt"
D007,Sốt rét,"sốt_nhẹ, rét_run, cảm_giác_lạnh_toàn_thân, mệt_toàn_thân, nhức_cơ"
D007,Sốt rét,"sốt_cao, sốt_từng_cơn, mồ_hôi_nhiều, giảm_ăn, đau_khớp, tiêu_chảy_nhẹ"
D007,Sốt rét,"sốt_dai_dẳng, ớn_lạnh, nhức_đầu_dữ_dội, ăn_kém, hoa_mắt"
D007,Sốt rét,"sốt_vừa, đổ_mồ_hôi_về_đêm, buồn_nôn_nhẹ, yếu_cơ, vàng_da_nhẹ"
D007,Sốt rét,"sốt_nhẹ, rét_run, nôn_ra_thức_ăn, nhức_cơ, ho_nhẹ, chóng_mặt_nhẹ"
D007,Sốt rét,"sốt_cao, cảm_giác_lạnh_toàn_thân, nhức_đầu_kèm_chóng_mặt, giảm_ăn, da_hơi_vàng"
D007,Sốt rét,"sốt_từng_cơn, mồ_hôi_lạnh, buồn_nôn_dữ_dội, mệt_nhẹ, mất_thăng_bằng"
D007,Sốt rét,"sốt_dai_dẳng, ớn_lạnh, nôn_liên_tục, đau_cơ_dữ_dội, ho_khan"
D007,Sốt rét,"sốt_vừa, rét_run, mồ_hôi_nhiều, ăn_không_ngon, phân_lỏng"
D007,Sốt rét,"sốt_nhẹ, cảm_giác_lạnh_toàn_thân, nhức_đầu_dữ_dội, mệt_toàn_thân, tiêu_chảy_nặng"
D007,Sốt rét,"sốt_cao, sốt_vừa, buồn_nôn_nhẹ, yếu_cơ, vàng_mắt, đau_khớp"
D007,Sốt rét,"sốt_từng_cơn, đổ_mồ_hôi_về_đêm, nôn_ra_thức_ăn, nhức_cơ, hoa_mắt"
D007,Sốt rét,"sốt_dai_dẳng, mồ_hôi_lạnh, nhức_đầu_nhẹ, giảm_ăn, ho_kéo_dài"
D007,Sốt rét,"sốt_vừa, ớn_lạnh, buồn_nôn_dữ_dội, ăn_kém, vàng_da_nhẹ, chóng_mặt_nhẹ"
D007,Sốt rét,"sốt_nhẹ, rét_run, nôn_liên_tục, mệt_nhẹ, da_hơi_vàng"
D007,Sốt rét,"sốt_cao, cảm_giác_lạnh_toàn_thân, nhức_đầu_dữ_dội, yếu_cơ, phân_lỏng"
D007,Sốt rét,"sốt_từng_cơn, đổ_mồ_hôi_về_đêm, buồn_nôn_nhẹ, ăn_không_ngon, mất_thăng_bằng"
D007,Sốt rét,"sốt_dai_dẳng, mồ_hôi_nhiều, nôn_ra_thức_ăn, đau_cơ_dữ_dội, ho_nhẹ"
D007,Sốt rét,"sốt_vừa, ớn_lạnh, nhức_đầu_kèm_chóng_mặt, mệt_toàn_thân, tiêu_chảy_nhẹ"
D007,Sốt rét,"sốt_nhẹ, rét_run, buồn_nôn_dữ_dội, giảm_ăn, vàng_mắt, ho_khan"
D007,Sốt rét,"sốt_cao, sốt_từng_cơn, cảm_giác_lạnh_toàn_thân, nhức_cơ, đau_khớp"
D007,Sốt rét,"sốt_dai_dẳng, đổ_mồ_hôi_về_đêm, nôn_liên_tục, yếu_cơ, hoa_mắt"
D007,Sốt rét,"sốt_vừa, mồ_hôi_lạnh, nhức_đầu_nhẹ, ăn_kém, tiêu_chảy_nặng, chóng_mặt_nhẹ"
D008,Bệnh Tay - Chân - Miệng,"Sốt_nhẹ,Ăn_ít,Mệt_nhẹ,Đau_họng_nhẹ,Mụn_nước_trên_tay"
D008,Bệnh Tay - Chân - Miệng,"Sốt_vừa,Ăn_kém_ngon,Uể_oải,Rát_họng,Ban_đỏ,Mụn_nước_trong_miệng"
D008,Bệnh Tay - Chân - Miệng,"Sốt_cao,Giảm_ăn,Mệt_toàn_thân,Khó_nuốt_thức_ăn,Mụn_nước_trên_chân,Vết_loét"
D008,Bệnh Tay - Chân - Miệng,"Sốt_nhẹ,Ăn_ít,Ngứa_vùng_miệng,Mụn_nước_trên_tay,Ngứa_tay,Ngứa_nhẹ"
D008,Bệnh Tay - Chân - Miệng,"Sốt_vừa,Nuốt_đau,Mệt_toàn_thân,Mụn_nước_trên_chân,Đau_khi_ăn,Ăn_kém_ngon"
D008,Bệnh Tay - Chân - Miệng,"Sốt_nhẹ,Giảm_ăn,Rát_họng,Mụn_nước_trong_miệng,Ban_đỏ"
D008,Bệnh Tay - Chân - Miệng,"Sốt_cao,Ăn_ít,Mệt_nhẹ,Đau_khi_nuốt,Mụn_nước_trên_tay,Ngứa_chân"
